conditions,d_price,details,guest_rating,name,original_price,room_type,star
,"1 night, 2 adults
US$128
Price US$128","Breakfast included
The Barefoot Eco Hotel
Opens in new window
HanimaadhooShow on map
Sustainability certification
8.8
Scored 8.8
Fabulous
57 reviews
Location 9.3
Double Room
Breakfast included
1 night, 2 adults
US$128
Price US$128
See availability","8.8
Scored 8.8
Fabulous
57 reviews",The Barefoot Eco Hotel,Hanimaadhoo,Double Room,4 out of 5
,"1 night, 2 adults
US$575US$374
Original price US$575. Current price US$374.","Breakfast included
Velassaru Maldives
Opens in new window
South Male AtollShow on map
9.3
Scored 9.3
Superb
882 reviews
Location 9.5
Getaway Deal
Deluxe Bungalow
1 extra-large double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
US$575US$374
Original price US$575. Current price US$374.
See availability","9.3
Scored 9.3
Superb
882 reviews",Velassaru Maldives,South Male Atoll,Deluxe Bungalow,5 out of 5
,"1 night, 2 adults
US$65
Price US$65","Breakfast included
Finolhu Beach Guest House
Opens in new window
FelidhooShow on map
8.5
Scored 8.5
Very good
63 reviews
Deluxe Double Room
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
US$65
Price US$65
See availability","8.5
Scored 8.5
Very good
63 reviews",Finolhu Beach Guest House,Felidhoo,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$153US$115
Original price US$153. Current price US$115.","Breakfast included
Ranthari Hotel and Spa Ukulhas Maldives
Opens in new window
UkulhasShow on map
9.2
Scored 9.2
Superb
372 reviews
Location 9.6
Deluxe Double Room (10% off on Spa)
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
US$153US$115
Original price US$153. Current price US$115.
See availability","9.2
Scored 9.2
Superb
372 reviews",Ranthari Hotel and Spa Ukulhas Maldives,Ukulhas,Deluxe Double Room (10% off on Spa),4 out of 5
,"1 night, 2 adults
US$216US$140
Original price US$216. Current price US$140.","Breakfast included
Amber Beach Hotel
Opens in new window
HulhumaleShow on map
8.8
Scored 8.8
Fabulous
1,034 reviews
Deluxe Queen Room with City View & Balcony (Free Return Airport Transfer)
1 large double bed
Breakfast included
Free cancellation
Only 4 rooms left at this price on our site
1 night, 2 adults
US$216US$140
Original price US$216. Current price US$140.
See availability","8.8
Scored 8.8
Fabulous
1,034 reviews",Amber Beach Hotel,Hulhumale,Deluxe Queen Room with City View & Balcony (Free Return Airport Transfer),
,"1 night, 2 adults
US$115US$92
Original price US$115. Current price US$92.","Breakfast included
Heron Beach
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
DhiffushiShow on map
8.6
Scored 8.6
Fabulous
153 reviews
Standard Twin Room
1 single bed
Breakfast & dinner included
Only 2 rooms left at this price on our site
1 night, 2 adults
US$115US$92
Original price US$115. Current price US$92.
See availability","8.6
Scored 8.6
Fabulous
153 reviews",Heron Beach,Dhiffushi,Standard Twin Room,4 out of 5
,"1 night, 2 adults
US$191
Price US$191","Breakfast included
Paguro Beach Inn
Opens in new window
UkulhasShow on map
9.4
Scored 9.4
Superb
379 reviews
Location 9.6
Comfort Twin with Balcony
2 single beds
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site
1 night, 2 adults
US$191
Price US$191
See availability","9.4
Scored 9.4
Superb
379 reviews",Paguro Beach Inn,Ukulhas,Comfort Twin with Balcony,3 out of 5
,"1 night, 2 adults
US$88
Price US$88","Tourist Inn
Opens in new window
Male CityShow on map
8.8
Scored 8.8
Fabulous
970 reviews
Deluxe Double Room
1 large double bed
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
US$88
Price US$88
See availability","8.8
Scored 8.8
Fabulous
970 reviews",Tourist Inn,Male City,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$207US$60
Original price US$207. Current price US$60.","Quicksand Rasdhoo
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
RasduShow on map
8.7
Scored 8.7
Fabulous
252 reviews
Location 9.3
Deluxe Villa
Entire villa • 1 bedroom • 1 bathroom • 183feet²
1 large double bed
Breakfast included
1 night, 2 adults
US$207US$60
Original price US$207. Current price US$60.
See availability","8.7
Scored 8.7
Fabulous
252 reviews",Quicksand Rasdhoo,Rasdu,Deluxe Villa,4 out of 5
,"1 night, 2 adults
US$551
Price US$551","Breakfast included
Mӧvenpick Resort Kuredhivaru Maldives
Opens in new window
ManadhooShow on map
Sustainability certification
9.2
Scored 9.2
Superb
412 reviews
Overwater Pool Villa Lagoon, see-through floor, infinity pool, daily free flow chocolate hour, free snorkeling gear & non-motorized water sports
Entire villa • 1 bedroom • 1 bathroom • 1,507feet²
1 extra-large double bed
Breakfast included
Only 7 left at this price on our site
1 night, 2 adults
US$551
Price US$551
See availability","9.2
Scored 9.2
Superb
412 reviews",Mӧvenpick Resort Kuredhivaru Maldives,Manadhoo,"Overwater Pool Villa Lagoon, see-through floor, infinity pool, daily free flow chocolate hour, free snorkeling gear & non-motorized water sports",5 out of 5
,"1 night, 2 adults
US$68
Price US$68","Raalhu Fonu Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
MahibadhooShow on map
9.8
Scored 9.8
Exceptional
34 reviews
Location 9.6
Double or Twin Room
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
US$68
Price US$68
See availability","9.8
Scored 9.8
Exceptional
34 reviews",Raalhu Fonu Maldives,Mahibadhoo,Double or Twin Room,
,"1 night, 2 adults
US$345
Price US$345","All meals included
Riu Atoll-All Inclusive
Opens in new window
Dhaalu AtollShow on map
9.1
Scored 9.1
Superb
589 reviews
Location 9.3
Double Room with Sea View
3 beds (2 doubles, 1 extra-large double)
All meals included
Free cancellation
1 night, 2 adults
US$345
Price US$345
See availability","9.1
Scored 9.1
Superb
589 reviews",Riu Atoll-All Inclusive,Dhaalu Atoll,Double Room with Sea View,4 out of 5
,"1 night, 2 adults
US$92
Price US$92","Breakfast included
Fairytale Inn
Opens in new window
ThoddooShow on map
9.7
Scored 9.7
Exceptional
155 reviews
Location 9.5
Deluxe Queen Room
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
US$92
Price US$92
See availability","9.7
Scored 9.7
Exceptional
155 reviews",Fairytale Inn,Thoddoo,Deluxe Queen Room,3 out of 5
,"1 night, 2 adults
US$75
Price US$75","Breakfast included
Seena Inn
Opens in new window
FulidhooShow on map
8.4
Scored 8.4
Very good
84 reviews
Deluxe Double or Twin Room with Balcony
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site
1 night, 2 adults
US$75
Price US$75
See availability","8.4
Scored 8.4
Very good
84 reviews",Seena Inn,Fulidhoo,Deluxe Double or Twin Room with Balcony,3 out of 5
,"1 night, 2 adults
US$160
Price US$160","Breakfast included
Tiger Shark Residence & Dive
Opens in new window
FuvahmulahShow on map
9.2
Scored 9.2
Superb
31 reviews
Deluxe Double Room
Multiple bed types
Breakfast included
Free cancellation
1 night, 2 adults
US$160
Price US$160
See availability","9.2
Scored 9.2
Superb
31 reviews",Tiger Shark Residence & Dive,Fuvahmulah,Deluxe Double Room,4 out of 5
,"1 night, 2 adults
US$130
Price US$130","Breakfast included
Nala Veli Beach & Spa
Opens in new window
UkulhasShow on map
8.7
Scored 8.7
Fabulous
144 reviews
Location 9.5
Comfort Double Room
1 large double bed
Breakfast included
Free cancellation
1 night, 2 adults
US$130
Price US$130
See availability","8.7
Scored 8.7
Fabulous
144 reviews",Nala Veli Beach & Spa,Ukulhas,Comfort Double Room,3 out of 5
,"1 night, 2 adults
US$125US$75
Original price US$125. Current price US$75.","Breakfast included
Ocean Pearl Maldives at Gulhi Island
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
GulhiShow on map
9.0
Scored 9.0
Superb
128 reviews
Location 9.6
Budget Double Room
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site
1 night, 2 adults
US$125US$75
Original price US$125. Current price US$75.
See availability","9.0
Scored 9.0
Superb
128 reviews",Ocean Pearl Maldives at Gulhi Island,Gulhi,Budget Double Room,3 out of 5
,"1 night, 2 adults
US$85
Price US$85","Breakfast included
Ocean Lilly Inn
Opens in new window
HangnaameedhooShow on map
9.5
Scored 9.5
Exceptional
55 reviews
Location 9.5
Superior Double Room
1 double bed
Breakfast included
Free cancellation
Only 2 rooms left at this price on our site
1 night, 2 adults
US$85
Price US$85
See availability","9.5
Scored 9.5
Exceptional
55 reviews",Ocean Lilly Inn,Hangnaameedhoo,Superior Double Room,3 out of 5
,"1 night, 2 adults
US$77
Price US$77","Breakfast included
Blue Coral Vashafaru Maldives
Opens in new window
VashafaruShow on map
9.2
Scored 9.2
Superb
6 reviews
Location 9.6
Deluxe Double Room
1 double bed
Breakfast included
Free cancellation
Only 6 rooms left at this price on our site
1 night, 2 adults
US$77
Price US$77
See availability","9.2
Scored 9.2
Superb
6 reviews",Blue Coral Vashafaru Maldives,Vashafaru,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$122
Price US$122","Breakfast included
Medhufushi Island Resort
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
MuliShow on map
7.7
Scored 7.7
Good
164 reviews
Semi Detached Beach Villa
Entire villa • 1 bedroom • 1 bathroom • 699.7feet²
1 double bed
Breakfast included
Free cancellation
1 night, 2 adults
US$122
Price US$122
See availability","7.7
Scored 7.7
Good
164 reviews",Medhufushi Island Resort,Muli,Semi Detached Beach Villa,4 out of 5
,"1 night, 2 adults
US$369US$240
Original price US$369. Current price US$240.","Breakfast included
Villa Nautica Paradise Island Resort
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
North Male AtollShow on map
9.0
Scored 9.0
Superb
2,145 reviews
Location 9.4
Beach Villa
1 extra-large double bed
Breakfast included
Free cancellation
1 night, 2 adults
US$369US$240
Original price US$369. Current price US$240.
See availability","9.0
Scored 9.0
Superb
2,145 reviews",Villa Nautica Paradise Island Resort,North Male Atoll,Beach Villa,5 out of 5
,"1 night, 2 adults
US$110
Price US$110","Crown Beach Villas
Opens in new window
DhiffushiShow on map
8.5
Scored 8.5
Very good
112 reviews
Deluxe Family Room
1 large double bed
Free cancellation
1 night, 2 adults
US$110
Price US$110
See availability","8.5
Scored 8.5
Very good
112 reviews",Crown Beach Villas,Dhiffushi,Deluxe Family Room,4 out of 5
,"1 night, 2 adults
US$74
Price US$74","Breakfast included
Arena Beach Hotel
Opens in new window
MaafushiShow on map
8.3
Scored 8.3
Very good
1,418 reviews
Room Assigned on Arrival
1 single bed
Breakfast included
1 night, 2 adults
US$74
Price US$74
See availability","8.3
Scored 8.3
Very good
1,418 reviews",Arena Beach Hotel,Maafushi,Room Assigned on Arrival,4 out of 5
,"1 night, 2 adults
US$91
Price US$91","The Castaway retreat
Opens in new window
FeridhooShow on map
9.2
Scored 9.2
Superb
84 reviews
Location 9.3
Double or Twin Room
Beds: 1 double or 2 singles
Only 1 room left at this price on our site
1 night, 2 adults
US$91
Price US$91
See availability","9.2
Scored 9.2
Superb
84 reviews",The Castaway retreat,Feridhoo,Double or Twin Room,3 out of 5
,"1 night, 2 adults
US$280
Price US$280","Breakfast included
Hard Rock Hotel Maldives
Opens in new window
South Male AtollShow on map
Sustainability certification
9.1
Scored 9.1
Superb
902 reviews
Location 9.4
Silver Sky Studio
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
1 night, 2 adults
US$280
Price US$280
See availability","9.1
Scored 9.1
Superb
902 reviews",Hard Rock Hotel Maldives,South Male Atoll,Silver Sky Studio,5 out of 5
,"1 night, 2 adults
US$1,120
Price US$1,120","Breakfast & dinner included
Sirru Fen Fushi Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Shaviyani AtollShow on map
Sustainability certification
8.7
Scored 8.7
Fabulous
133 reviews
Beach Sunrise Villa with Private Pool and Personal Villa Host
Entire villa • 1 bedroom • 1 bathroom • 3,842.7feet²
1 extra-large double bed
Breakfast & dinner included
Only 5 left at this price on our site
1 night, 2 adults
US$1,120
Price US$1,120
See availability","8.7
Scored 8.7
Fabulous
133 reviews",Sirru Fen Fushi Maldives,Shaviyani Atoll,Beach Sunrise Villa with Private Pool and Personal Villa Host,5 out of 5
,"1 night, 2 adults
US$59
Price US$59","Holiday Cottage Thoddoo, Maldives
Opens in new window
ThoddooShow on map
9.5
Scored 9.5
Exceptional
146 reviews
Location 9.7
Standard Double or Twin Room with Garden View
2 beds (1 single, 1 double)
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
US$59
Price US$59
See availability","9.5
Scored 9.5
Exceptional
146 reviews","Holiday Cottage Thoddoo, Maldives",Thoddoo,Standard Double or Twin Room with Garden View,3 out of 5
,"1 night, 2 adults
US$508US$406
Original price US$508. Current price US$406.","Breakfast & dinner included
You & Me Maldives
Opens in new window
Raa AtollShow on map
9.1
Scored 9.1
Superb
276 reviews
Getaway Deal
Manta Villa
Entire bungalow • 1 bedroom • 1 bathroom • 592feet²
1 extra-large double bed
Breakfast & dinner included
1 night, 2 adults
US$508US$406
Original price US$508. Current price US$406.
See availability","9.1
Scored 9.1
Superb
276 reviews",You & Me Maldives,Raa Atoll,Manta Villa,5 out of 5
,"1 night, 2 adults
US$391US$63
Original price US$391. Current price US$63.","Salt Villa Ukulhas
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
UkulhasShow on map
8.7
Scored 8.7
Fabulous
102 reviews
Location 9.6
Deluxe Double Room with Garden View
1 extra-large double bed
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
US$391US$63
Original price US$391. Current price US$63.
See availability","8.7
Scored 8.7
Fabulous
102 reviews",Salt Villa Ukulhas,Ukulhas,Deluxe Double Room with Garden View,3 out of 5
,"1 night, 2 adults
US$940
Price US$940","Breakfast & dinner included
Park Hyatt Maldives Hadahaa
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Gaafu Alifu AtollShow on map
9.1
Scored 9.1
Superb
25 reviews
Beach Villa
Entire villa • 1 bedroom • 1,776.1feet²
1 large double bed
Breakfast & dinner included
1 night, 2 adults
US$940
Price US$940
See availability","9.1
Scored 9.1
Superb
25 reviews",Park Hyatt Maldives Hadahaa,Gaafu Alifu Atoll,Beach Villa,5 out of 5
,"1 night, 2 adults
US$1,026
Price US$1,026","Breakfast included
Six Senses Laamu
Opens in new window
LaamuShow on map
9.8
Scored 9.8
Exceptional
49 reviews
Location 9.7
Ocean Water Villa
2 beds (1 sofa bed, 1 large double)
Breakfast included
1 night, 2 adults
US$1,026
Price US$1,026
See availability","9.8
Scored 9.8
Exceptional
49 reviews",Six Senses Laamu,Laamu,Ocean Water Villa,5 out of 5
,"1 night, 2 adults
US$577
Price US$577","Breakfast included
Hideaway Beach Resort & Spa
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
DhidhdhooShow on map
9.0
Scored 9.0
Superb
151 reviews
Villa Standard
Breakfast included
1 night, 2 adults
US$577
Price US$577
See availability","9.0
Scored 9.0
Superb
151 reviews",Hideaway Beach Resort & Spa,Dhidhdhoo,Villa Standard,5 out of 5
,"1 night, 2 adults
US$54
Price US$54","Breakfast included
Sky Beach Maldives - Dhiffushi
Opens in new window
DhiffushiShow on map
9.2
Scored 9.2
Superb
255 reviews
Double Room
2 single beds
Breakfast included
1 night, 2 adults
US$54
Price US$54
See availability","9.2
Scored 9.2
Superb
255 reviews",Sky Beach Maldives - Dhiffushi,Dhiffushi,Double Room,4 out of 5
,"1 night, 2 adults
US$423
Price US$423","All meals included
Riu Palace Maldivas- All Inclusive
Opens in new window
Dhaalu AtollShow on map
Sustainability certification
9.1
Scored 9.1
Superb
324 reviews
Location 9.3
Junior Suite
Multiple bed types
All meals included
Free cancellation
1 night, 2 adults
US$423
Price US$423
See availability","9.1
Scored 9.1
Superb
324 reviews",Riu Palace Maldivas- All Inclusive,Dhaalu Atoll,Junior Suite,5 out of 5
,"1 night, 2 adults
US$55US$39
Original price US$55. Current price US$39.","Nemo Inn
Opens in new window
OmadhooShow on map
8.1
Scored 8.1
Very good
101 reviews
Standard Double or Twin Room
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
US$55US$39
Original price US$55. Current price US$39.
See availability","8.1
Scored 8.1
Very good
101 reviews",Nemo Inn,Omadhoo,Standard Double or Twin Room,3 out of 5
,"1 night, 2 adults
US$152
Price US$152","Breakfast included
Bandos Maldives
Opens in new window
North Male AtollShow on map
8.6
Scored 8.6
Fabulous
1,619 reviews
Location 9.3
Standard Beachfront Room
Multiple bed types
Breakfast included
1 night, 2 adults
US$152
Price US$152
See availability","8.6
Scored 8.6
Fabulous
1,619 reviews",Bandos Maldives,North Male Atoll,Standard Beachfront Room,4 out of 5
,"1 night, 2 adults
US$50
Price US$50","Breakfast included
Thoddoo Beach Holiday Inn
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
ThoddooShow on map
9.4
Scored 9.4
Superb
184 reviews
Location 9.3
Deluxe Double Room
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site
1 night, 2 adults
US$50
Price US$50
See availability","9.4
Scored 9.4
Superb
184 reviews",Thoddoo Beach Holiday Inn,Thoddoo,Deluxe Double Room,4 out of 5
,"1 night, 2 adults
US$850
Price US$850","Breakfast included
JW Marriott Maldives Resort & Spa
Opens in new window
FunadhooShow on map
9.4
Scored 9.4
Superb
41 reviews
Overwater Pool Villa with Sunrise View, 1 Bedroom Villa, 1 King
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
US$850
Price US$850
See availability","9.4
Scored 9.4
Superb
41 reviews",JW Marriott Maldives Resort & Spa,Funadhoo,"Overwater Pool Villa with Sunrise View, 1 Bedroom Villa, 1 King",5 out of 5
,"1 night, 2 adults
US$137
Price US$137","Breakfast included
Samann Grand
Opens in new window
Male CityShow on map
8.4
Scored 8.4
Very good
2,271 reviews
Deluxe Double or Twin with Ocean View and Balcony (Free Return Airport Transfer)
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
1 night, 2 adults
US$137
Price US$137
See availability","8.4
Scored 8.4
Very good
2,271 reviews",Samann Grand,Male City,Deluxe Double or Twin with Ocean View and Balcony (Free Return Airport Transfer),4 out of 5
,"1 night, 2 adults
US$147
Price US$147","Summer Beach Maldives
Opens in new window
Male CityShow on map
8.4
Scored 8.4
Very good
817 reviews
Superior Queen Room (Free Return Airport Transfer and 10% off on Food & Beverage)
1 large double bed
Free cancellation
Only 6 rooms left at this price on our site
1 night, 2 adults
US$147
Price US$147
See availability","8.4
Scored 8.4
Very good
817 reviews",Summer Beach Maldives,Male City,Superior Queen Room (Free Return Airport Transfer and 10% off on Food & Beverage),4 out of 5
,"1 night, 2 adults
US$134
Price US$134","Breakfast included
Manta Reserve
Opens in new window
MaalhosShow on map
8.9
Scored 8.9
Fabulous
16 reviews
Location 9.3
Double Room with Patio
Multiple bed types
Breakfast included
Only 4 rooms left at this price on our site
1 night, 2 adults
US$134
Price US$134
See availability","8.9
Scored 8.9
Fabulous
16 reviews",Manta Reserve,Maalhos,Double Room with Patio,3 out of 5
,"1 night, 2 adults
US$197
Price US$197","Breakfast included
Filitheyo Island Resort
Opens in new window
FilitheyoShow on map
8.6
Scored 8.6
Fabulous
156 reviews
Villa Superior
2 beds (1 double, 1 extra-large double)
Breakfast included
Free cancellation
1 night, 2 adults
US$197
Price US$197
See availability","8.6
Scored 8.6
Fabulous
156 reviews",Filitheyo Island Resort,Filitheyo,Villa Superior,4 out of 5
,"1 night, 2 adults
US$372US$279
Original price US$372. Current price US$279.","All meals included
Vilamendhoo Island Resort & Spa
Opens in new window
DhangethiShow on map
9.4
Scored 9.4
Superb
1,007 reviews
Location 9.7
Garden Villa
Entire bungalow • 1 bedroom • 1 bathroom • 592feet²
1 double bed
All meals included
Free cancellation
No prepayment needed – pay at the property
Only 1 left at this price on our site
1 night, 2 adults
US$372US$279
Original price US$372. Current price US$279.
See availability","9.4
Scored 9.4
Superb
1,007 reviews",Vilamendhoo Island Resort & Spa,Dhangethi,Garden Villa,4 out of 5
,"1 night, 2 adults
US$226
Price US$226","Breakfast included
Centara Ras Fushi Resort & Spa Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
North Male AtollShow on map
8.9
Scored 8.9
Fabulous
1,415 reviews
Beach Villa King
2 large double beds
Breakfast included
1 night, 2 adults
US$226
Price US$226
See availability","8.9
Scored 8.9
Fabulous
1,415 reviews",Centara Ras Fushi Resort & Spa Maldives,North Male Atoll,Beach Villa King,4 out of 5
,"1 night, 2 adults
US$170
Price US$170","All meals included
Kuredu Island Resort & Spa
Opens in new window
KureduShow on map
8.9
Scored 8.9
Fabulous
975 reviews
Location 9.3
Garden Bungalow
1 large double bed
All meals included
1 night, 2 adults
US$170
Price US$170
See availability","8.9
Scored 8.9
Fabulous
975 reviews",Kuredu Island Resort & Spa,Kuredu,Garden Bungalow,4 out of 5
,"1 night, 2 adults
US$297
Price US$297","Breakfast included
Ayada Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Gaafu Dhaalu AtollShow on map
9.3
Scored 9.3
Superb
101 reviews
Garden Villa with Personalized Butler Service
Entire villa • 1 bedroom • 1 bathroom • 1,087.2feet²
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
1 night, 2 adults
US$297
Price US$297
See availability","9.3
Scored 9.3
Superb
101 reviews",Ayada Maldives,Gaafu Dhaalu Atoll,Garden Villa with Personalized Butler Service,5 out of 5
,"1 night, 2 adults
US$68
Price US$68","Crown Beach Hotel Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
DhiffushiShow on map
8.5
Scored 8.5
Very good
631 reviews
Location 9.4
Deluxe Beach Villa with Private Beach (10% off on Food & Beverage, Free Snorkelling, Island Tour and Early Check or Late Check Out on Availability Basis)
1 large double bed
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
US$68
Price US$68
See availability","8.5
Scored 8.5
Very good
631 reviews",Crown Beach Hotel Maldives,Dhiffushi,"Deluxe Beach Villa with Private Beach (10% off on Food & Beverage, Free Snorkelling, Island Tour and Early Check or Late Check Out on Availability Basis)",4 out of 5
,"1 night, 2 adults
US$70
Price US$70","Breakfast included
Thoddoo Haisha inn, Maldives
Opens in new window
ThoddooShow on map
9.6
Scored 9.6
Exceptional
194 reviews
Double or Twin Room
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site
1 night, 2 adults
US$70
Price US$70
See availability","9.6
Scored 9.6
Exceptional
194 reviews","Thoddoo Haisha inn, Maldives",Thoddoo,Double or Twin Room,4 out of 5
,"1 night, 2 adults
US$153US$99
Original price US$153. Current price US$99.","Huvan Beach Hotel at Hulhumale
Opens in new window
HulhumaleShow on map
7.8
Scored 7.8
Good
1,495 reviews
Deluxe Double or Twin Room with Balcony (10% off on Male City Tour)
1 large double bed
Free cancellation
Only 5 rooms left at this price on our site
1 night, 2 adults
US$153US$99
Original price US$153. Current price US$99.
See availability","7.8
Scored 7.8
Good
1,495 reviews",Huvan Beach Hotel at Hulhumale,Hulhumale,Deluxe Double or Twin Room with Balcony (10% off on Male City Tour),3 out of 5
,"1 night, 2 adults
US$108
Price US$108","Breakfast included
Kiha Beach
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
DharavandhooShow on map
9.1
Scored 9.1
Superb
231 reviews
Standard Twin Room with Balcony & Sea View
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
1 night, 2 adults
US$108
Price US$108
See availability","9.1
Scored 9.1
Superb
231 reviews",Kiha Beach,Dharavandhoo,Standard Twin Room with Balcony & Sea View,4 out of 5
,"1 night, 2 adults
US$278
Price US$278","Breakfast included
Jawakara Islands Maldives
Opens in new window
Lhaviyani AtollShow on map
9.1
Scored 9.1
Superb
28 reviews
Location 9.7
Mabin Beach Villa
1 extra-large double bed
Breakfast included
1 night, 2 adults
US$278
Price US$278
See availability","9.1
Scored 9.1
Superb
28 reviews",Jawakara Islands Maldives,Lhaviyani Atoll,Mabin Beach Villa,5 out of 5
,"1 night, 2 adults
US$190
Price US$190","Breakfast included
Si! Coral Inn
Opens in new window
ThulusdhooShow on map
8.5
Scored 8.5
Very good
69 reviews
Deluxe Double Room with Sea View
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
1 night, 2 adults
US$190
Price US$190
See availability","8.5
Scored 8.5
Very good
69 reviews",Si! Coral Inn,Thulusdhoo,Deluxe Double Room with Sea View,4 out of 5
,"1 night, 2 adults
US$206
Price US$206","Breakfast included
Centara Grand Island Resort & Spa
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
MachchafushiShow on map
Sustainability certification
8.9
Scored 8.9
Fabulous
609 reviews
Duplex Beach Villa
1 large double bed
Breakfast included
1 night, 2 adults
US$206
Price US$206
See availability","8.9
Scored 8.9
Fabulous
609 reviews",Centara Grand Island Resort & Spa,Machchafushi,Duplex Beach Villa,5 out of 5
,"1 night, 2 adults
US$111US$86
Original price US$111. Current price US$86.","Breakfast included
Dhiguveli Breeze
Opens in new window
DhigurahShow on map
9.3
Scored 9.3
Superb
174 reviews
Location 9.6
Getaway Deal
Deluxe Double Room with Balcony
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
US$111US$86
Original price US$111. Current price US$86.
See availability","9.3
Scored 9.3
Superb
174 reviews",Dhiguveli Breeze,Dhigurah,Deluxe Double Room with Balcony,3 out of 5
,"1 night, 2 adults
US$725
Price US$725","Breakfast included
Anantara Veli Maldives Resort - Special Offer On Transfer Rates For Summer 2024
Opens in new window
South Male AtollShow on map
Sustainability certification
9.4
Scored 9.4
Superb
115 reviews
Location 9.5
Superior Over Water Villa
Entire villa • 1 bedroom • 1 bathroom • 710.4feet²
1 extra-large double bed
Breakfast included
Free cancellation
1 night, 2 adults
US$725
Price US$725
See availability","9.4
Scored 9.4
Superb
115 reviews",Anantara Veli Maldives Resort - Special Offer On Transfer Rates For Summer 2024,South Male Atoll,Superior Over Water Villa,5 out of 5
,"1 night, 2 adults
US$152
Price US$152","Dhiguveli Maldives
Opens in new window
DhigurahShow on map
9.2
Scored 9.2
Superb
367 reviews
Location 9.6
Standard Double Room
1 extra-large double bed
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
US$152
Price US$152
See availability","9.2
Scored 9.2
Superb
367 reviews",Dhiguveli Maldives,Dhigurah,Standard Double Room,3 out of 5
