,"1 night, 2 adults
₱ 8,443
Price ₱ 8,443
+₱ 2,668 taxes and charges","Breakfast included
Marukab Plaza
Opens in new window
Male CityShow on map
8.3
Scored 8.3
Very good
656 reviews
Deluxe Double Room (Free Return Airport Transport)
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
₱ 8,443
Price ₱ 8,443
+₱ 2,668 taxes and charges
See availability","8.3
Scored 8.3
Very good
656 reviews",Marukab Plaza,Male City,Deluxe Double Room (Free Return Airport Transport),
,"1 night, 2 adults
₱ 13,760
Price ₱ 13,760
+₱ 731 taxes and charges","Breakfast included
Malahini Kuda Bandos Resort
Opens in new window
North Male AtollShow on map
8.3
Scored 8.3
Very good
1,461 reviews
Double Garden View
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
1 night, 2 adults
₱ 13,760
Price ₱ 13,760
+₱ 731 taxes and charges
See availability","8.3
Scored 8.3
Very good
1,461 reviews",Malahini Kuda Bandos Resort,North Male Atoll,Double Garden View,5 out of 5
,"1 night, 2 adults
₱ 26,886₱ 4,302
Original price ₱ 26,886. Current price ₱ 4,302.
+₱ 1,525 taxes and charges","Starry Night at Ukulhas
Opens in new window
UkulhasShow on map
8.3
Scored 8.3
Very good
72 reviews
Deluxe Villa (10% off on Food & Beverage)
Entire villa • 1 bedroom • 1 bathroom • 20m²
1 extra-large double bed
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
₱ 26,886₱ 4,302
Original price ₱ 26,886. Current price ₱ 4,302.
+₱ 1,525 taxes and charges
See availability","8.3
Scored 8.3
Very good
72 reviews",Starry Night at Ukulhas,Ukulhas,Deluxe Villa (10% off on Food & Beverage),3 out of 5
,"1 night, 2 adults
₱ 39,943
Price ₱ 39,943
+₱ 11,025 taxes and charges","Breakfast included
Hideaway Beach Resort & Spa
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
DhidhdhooShow on map
9.0
Scored 9.0
Superb
152 reviews
Sunset Beach Villa
Entire villa • 1 bedroom • 1 bathroom • 130m²
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
1 night, 2 adults
₱ 39,943
Price ₱ 39,943
+₱ 11,025 taxes and charges
See availability","9.0
Scored 9.0
Superb
152 reviews",Hideaway Beach Resort & Spa,Dhidhdhoo,Sunset Beach Villa,5 out of 5
,"1 night, 2 adults
₱ 23,640₱ 15,366
Original price ₱ 23,640. Current price ₱ 15,366.
+₱ 15,048 taxes and charges","Breakfast & dinner included
Embudu Village Resort
Opens in new window
South Male AtollShow on map
8.5
Scored 8.5
Very good
356 reviews
Beach Bungalow
Entire bungalow • 1 bedroom • 1 living room • 1 bathroom • 42m²
1 double bed
Breakfast & dinner included
Free cancellation
No prepayment needed – pay at the property
Only 3 left at this price on our site
1 night, 2 adults
₱ 23,640₱ 15,366
Original price ₱ 23,640. Current price ₱ 15,366.
+₱ 15,048 taxes and charges
See availability","8.5
Scored 8.5
Very good
356 reviews",Embudu Village Resort,South Male Atoll,Beach Bungalow,3 out of 5
,"1 night, 2 adults
₱ 11,552
Price ₱ 11,552
+₱ 3,189 taxes and charges","Breakfast included
Thundi Sea View
Opens in new window
FulidhooShow on map
8.9
Scored 8.9
Fabulous
133 reviews
Location 9.4
Sea View Double Room
Breakfast included
Free cancellation
1 night, 2 adults
₱ 11,552
Price ₱ 11,552
+₱ 3,189 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
133 reviews",Thundi Sea View,Fulidhoo,Sea View Double Room,3 out of 5
,"1 night, 2 adults
₱ 6,191
Price ₱ 6,191
+₱ 2,047 taxes and charges","Breakfast included
Athiri Beach Maldives
Opens in new window
DhigurahShow on map
8.5
Scored 8.5
Very good
359 reviews
Double Room with Balcony and Side Sea View
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
₱ 6,191
Price ₱ 6,191
+₱ 2,047 taxes and charges
See availability","8.5
Scored 8.5
Very good
359 reviews",Athiri Beach Maldives,Dhigurah,Double Room with Balcony and Side Sea View,3 out of 5
,"1 night, 2 adults
₱ 4,503
Price ₱ 4,503
+₱ 1,580 taxes and charges","Breakfast included
Ramzu Villa Thoddoo
Opens in new window
ThoddooShow on map
8.9
Scored 8.9
Fabulous
99 reviews
Deluxe Double Room
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
₱ 4,503
Price ₱ 4,503
+₱ 1,580 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
99 reviews",Ramzu Villa Thoddoo,Thoddoo,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
₱ 8,668
Price ₱ 8,668
+₱ 2,730 taxes and charges","Breakfast included
Fairytale Inn
Opens in new window
ThoddooShow on map
9.7
Scored 9.7
Exceptional
146 reviews
Location 9.6
Triple Room with Balcony
2 beds (1 single, 1 extra-large double)
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
₱ 8,668
Price ₱ 8,668
+₱ 2,730 taxes and charges
See availability","9.7
Scored 9.7
Exceptional
146 reviews",Fairytale Inn,Thoddoo,Triple Room with Balcony,3 out of 5
,"1 night, 2 adults
₱ 7,036
Price ₱ 7,036
+₱ 2,280 taxes and charges","Breakfast included
Seena Inn
Opens in new window
FulidhooShow on map
8.4
Scored 8.4
Very good
80 reviews
Deluxe Double or Twin Room with Sea View
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 7,036
Price ₱ 7,036
+₱ 2,280 taxes and charges
See availability","8.4
Scored 8.4
Very good
80 reviews",Seena Inn,Fulidhoo,Deluxe Double or Twin Room with Sea View,3 out of 5
,"1 night, 2 adults
₱ 9,006₱ 8,285
Original price ₱ 9,006. Current price ₱ 8,285.
+₱ 2,823 taxes and charges","Breakfast included
Tiger Shark Residence & Dive
Opens in new window
FuvahmulahShow on map
9.2
Scored 9.2
Superb
31 reviews
Deluxe Double Room
Multiple bed types
Breakfast included
Free cancellation
Only 7 rooms left at this price on our site
1 night, 2 adults
₱ 9,006₱ 8,285
Original price ₱ 9,006. Current price ₱ 8,285.
+₱ 2,823 taxes and charges
See availability","9.2
Scored 9.2
Superb
31 reviews",Tiger Shark Residence & Dive,Fuvahmulah,Deluxe Double Room,4 out of 5
,"1 night, 2 adults
₱ 8,565
Price ₱ 8,565
+₱ 2,364 taxes and charges","Breakfast included
Nala Veli Beach & Spa
Opens in new window
UkulhasShow on map
8.6
Scored 8.6
Fabulous
146 reviews
Location 9.5
Comfort Double Room
1 large double bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 8,565
Price ₱ 8,565
+₱ 2,364 taxes and charges
See availability","8.6
Scored 8.6
Fabulous
146 reviews",Nala Veli Beach & Spa,Ukulhas,Comfort Double Room,3 out of 5
,"1 night, 2 adults
₱ 4,331₱ 3,984
Original price ₱ 4,331. Current price ₱ 3,984.
+₱ 1,031 taxes and charges","Breakfast included
Blue Coral Vashafaru Maldives
Opens in new window
VashafaruShow on map
9.2
Scored 9.2
Superb
6 reviews
Location 9.6
Deluxe Double Room
1 double bed
Breakfast included
Free cancellation
Only 6 rooms left at this price on our site
1 night, 2 adults
₱ 4,331₱ 3,984
Original price ₱ 4,331. Current price ₱ 3,984.
+₱ 1,031 taxes and charges
See availability","9.2
Scored 9.2
Superb
6 reviews",Blue Coral Vashafaru Maldives,Vashafaru,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
₱ 11,227
Price ₱ 11,227
+₱ 23,925 taxes and charges","Breakfast included
Villa Nautica Paradise Island Resort
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
North Male AtollShow on map
9.0
Scored 9.0
Superb
2,132 reviews
Location 9.4
Beach Villa
1 extra-large double bed
Breakfast & dinner included
Free cancellation
1 night, 2 adults
₱ 11,227
Price ₱ 11,227
+₱ 23,925 taxes and charges
See availability","9.0
Scored 9.0
Superb
2,132 reviews",Villa Nautica Paradise Island Resort,North Male Atoll,Beach Villa,5 out of 5
,"1 night, 2 adults
₱ 5,054
Price ₱ 5,054
+₱ 1,395 taxes and charges","Breakfast included
Arena Beach Hotel
Opens in new window
MaafushiShow on map
8.2
Scored 8.2
Very good
1,359 reviews
Standard Deluxe Room (Excludes Window Access)
Multiple bed types
Breakfast included
1 night, 2 adults
₱ 5,054
Price ₱ 5,054
+₱ 1,395 taxes and charges
See availability","8.2
Scored 8.2
Very good
1,359 reviews",Arena Beach Hotel,Maafushi,Standard Deluxe Room (Excludes Window Access),4 out of 5
,"1 night, 2 adults
₱ 16,435
Price ₱ 16,435
+₱ 50,242 taxes and charges","Breakfast included
Hondaafushi Island Resort
Opens in new window
VaikaradhooShow on map
8.6
Scored 8.6
Fabulous
154 reviews
Superior Beach Bungalow - Beachfront (10% off on Spa Services, 15% off on Excursions & Free Early Check-In on Availability Basis)
Entire bungalow • 1 bedroom • 1 living room • 1 bathroom • 56m²
1 large double bed
Breakfast included
Free cancellation
Only 2 left at this price on our site
1 night, 2 adults
₱ 16,435
Price ₱ 16,435
+₱ 50,242 taxes and charges
See availability","8.6
Scored 8.6
Fabulous
154 reviews",Hondaafushi Island Resort,Vaikaradhoo,"Superior Beach Bungalow - Beachfront (10% off on Spa Services, 15% off on Excursions & Free Early Check-In on Availability Basis)",4 out of 5
,"1 night, 2 adults
₱ 4,546
Price ₱ 4,546
+₱ 1,255 taxes and charges","Crown Beach Hotel Maldives
Opens in new window
DhiffushiShow on map
8.5
Scored 8.5
Very good
613 reviews
Location 9.4
Deluxe Double Room
1 double bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 4,546
Price ₱ 4,546
+₱ 1,255 taxes and charges
See availability","8.5
Scored 8.5
Very good
613 reviews",Crown Beach Hotel Maldives,Dhiffushi,Deluxe Double Room,4 out of 5
,"1 night, 2 adults
₱ 3,293
Price ₱ 3,293
+₱ 1,246 taxes and charges","Holiday Cottage Thoddoo, Maldives
Opens in new window
ThoddooShow on map
9.5
Scored 9.5
Exceptional
146 reviews
Location 9.7
Standard Double or Twin Room with Garden View
2 beds (1 single, 1 double)
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
₱ 3,293
Price ₱ 3,293
+₱ 1,246 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
146 reviews","Holiday Cottage Thoddoo, Maldives",Thoddoo,Standard Double or Twin Room with Garden View,3 out of 5
,"1 night, 2 adults
₱ 6,065
Price ₱ 6,065
+₱ 1,674 taxes and charges","Breakfast included
Triton Prestige Seaview and Spa
Opens in new window
MaafushiShow on map
8.6
Scored 8.6
Fabulous
1,004 reviews
Standard Double or Twin Room with Balcony
1 extra-large double bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 6,065
Price ₱ 6,065
+₱ 1,674 taxes and charges
See availability","8.6
Scored 8.6
Fabulous
1,004 reviews",Triton Prestige Seaview and Spa,Maafushi,Standard Double or Twin Room with Balcony,4 out of 5
,"1 night, 2 adults
₱ 3,659
Price ₱ 3,659
+₱ 1,347 taxes and charges","Breakfast included
Sunrise Inn
Opens in new window
ThoddooShow on map
9.0
Scored 9.0
Superb
120 reviews
Double or Twin Room
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site
1 night, 2 adults
₱ 3,659
Price ₱ 3,659
+₱ 1,347 taxes and charges
See availability","9.0
Scored 9.0
Superb
120 reviews",Sunrise Inn,Thoddoo,Double or Twin Room,4 out of 5
,"1 night, 2 adults
₱ 51,219
Price ₱ 51,219
+₱ 82,244 taxes and charges","Breakfast included
Park Hyatt Maldives Hadahaa
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Gaafu Alifu AtollShow on map
9.2
Scored 9.2
Superb
28 reviews
Beach Villa
Entire villa • 1 bedroom • 1 bathroom • 165m²
1 large double bed
Breakfast & dinner included
Only 6 left at this price on our site
1 night, 2 adults
₱ 51,219
Price ₱ 51,219
+₱ 82,244 taxes and charges
See availability","9.2
Scored 9.2
Superb
28 reviews",Park Hyatt Maldives Hadahaa,Gaafu Alifu Atoll,Beach Villa,5 out of 5
,"1 night, 2 adults
₱ 77,223
Price ₱ 77,223
+₱ 164,910 taxes and charges","Breakfast included
Six Senses Laamu
Opens in new window
LaamuShow on map
9.8
Scored 9.8
Exceptional
46 reviews
Location 9.7
Lagoon Water Villa
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 77,223
Price ₱ 77,223
+₱ 164,910 taxes and charges
See availability","9.8
Scored 9.8
Exceptional
46 reviews",Six Senses Laamu,Laamu,Lagoon Water Villa,5 out of 5
,"1 night, 2 adults
₱ 36,663
Price ₱ 36,663
+₱ 62,802 taxes and charges","Ayada Maldives
Opens in new window
Gaafu Dhaalu AtollShow on map
9.2
Scored 9.2
Superb
107 reviews
Beach Villa with Private Pool & Personalized Butler Service
Entire villa • 1 bedroom • 1 bathroom • 103m²
2 beds (1 extra-large double, 1 sofa bed)
1 night, 2 adults
₱ 36,663
Price ₱ 36,663
+₱ 62,802 taxes and charges
See availability","9.2
Scored 9.2
Superb
107 reviews",Ayada Maldives,Gaafu Dhaalu Atoll,Beach Villa with Private Pool & Personalized Butler Service,5 out of 5
,"1 night, 2 adults
₱ 5,623₱ 5,061
Original price ₱ 5,623. Current price ₱ 5,061.
+₱ 1,734 taxes and charges","Breakfast included
Sky Beach Maldives - Dhiffushi
Opens in new window
DhiffushiShow on map
9.3
Scored 9.3
Superb
226 reviews
Standard Double Room
2 beds (1 sofa bed, 1 large double)
Breakfast included
1 night, 2 adults
₱ 5,623₱ 5,061
Original price ₱ 5,623. Current price ₱ 5,061.
+₱ 1,734 taxes and charges
See availability","9.3
Scored 9.3
Superb
226 reviews",Sky Beach Maldives - Dhiffushi,Dhiffushi,Standard Double Room,4 out of 5
,"1 night, 2 adults
₱ 51,569₱ 36,098
Original price ₱ 51,569. Current price ₱ 36,098.
+₱ 45,141 taxes and charges","All-inclusive
Riu Palace Maldivas- All Inclusive
Opens in new window
Dhaalu AtollShow on map
Sustainability certification
9.1
Scored 9.1
Superb
327 reviews
Location 9.3
Beach Junior Suite with Free Transfer for Domestic Flight ( Book by March for Stays from 1st June to 31st October 2024
1 extra-large double bed
All-inclusive
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
₱ 51,569₱ 36,098
Original price ₱ 51,569. Current price ₱ 36,098.
+₱ 45,141 taxes and charges
See availability","9.1
Scored 9.1
Superb
327 reviews",Riu Palace Maldivas- All Inclusive,Dhaalu Atoll,Beach Junior Suite with Free Transfer for Domestic Flight ( Book by March for Stays from 1st June to 31st October 2024,5 out of 5
,"1 night, 2 adults
₱ 2,902₱ 2,670
Original price ₱ 2,902. Current price ₱ 2,670.
+₱ 1,139 taxes and charges","Nemo Inn
Opens in new window
OmadhooShow on map
8.2
Scored 8.2
Very good
101 reviews
Standard Double or Twin Room
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
₱ 2,902₱ 2,670
Original price ₱ 2,902. Current price ₱ 2,670.
+₱ 1,139 taxes and charges
See availability","8.2
Scored 8.2
Very good
101 reviews",Nemo Inn,Omadhoo,Standard Double or Twin Room,3 out of 5
,"1 night, 2 adults
₱ 12,348
Price ₱ 12,348
+₱ 15,566 taxes and charges","Breakfast included
Bandos Maldives
Opens in new window
North Male AtollShow on map
8.7
Scored 8.7
Fabulous
1,638 reviews
Location 9.3
Standard Beachfront Room
Multiple bed types
Breakfast included
Free cancellation
1 night, 2 adults
₱ 12,348
Price ₱ 12,348
+₱ 15,566 taxes and charges
See availability","8.7
Scored 8.7
Fabulous
1,638 reviews",Bandos Maldives,North Male Atoll,Standard Beachfront Room,4 out of 5
,"1 night, 2 adults
₱ 64,728
Price ₱ 64,728
+₱ 88,896 taxes and charges","Breakfast included
JW Marriott Maldives Resort & Spa
Opens in new window
FunadhooShow on map
9.4
Scored 9.4
Superb
42 reviews
Beach Pool Villa with Sunrise View, 1 Bedroom Villa, 1 King
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 64,728
Price ₱ 64,728
+₱ 88,896 taxes and charges
See availability","9.4
Scored 9.4
Superb
42 reviews",JW Marriott Maldives Resort & Spa,Funadhoo,"Beach Pool Villa with Sunrise View, 1 Bedroom Villa, 1 King",5 out of 5
,"1 night, 2 adults
₱ 10,245
Price ₱ 10,245
+₱ 3,165 taxes and charges","Breakfast included
Samann Grand
Opens in new window
Male CityShow on map
8.4
Scored 8.4
Very good
2,291 reviews
Executive Suite
Breakfast included
Free cancellation
1 night, 2 adults
₱ 10,245
Price ₱ 10,245
+₱ 3,165 taxes and charges
See availability","8.4
Scored 8.4
Very good
2,291 reviews",Samann Grand,Male City,Executive Suite,4 out of 5
,"1 night, 2 adults
₱ 11,538
Price ₱ 11,538
+₱ 3,522 taxes and charges","Summer Beach Maldives
Opens in new window
Male CityShow on map
8.4
Scored 8.4
Very good
754 reviews
Deluxe Double Room with Balcony and Sea View (Free Return Airport Transfer and 10% off on Food & Beverage)
1 extra-large double bed
Free cancellation
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 11,538
Price ₱ 11,538
+₱ 3,522 taxes and charges
See availability","8.4
Scored 8.4
Very good
754 reviews",Summer Beach Maldives,Male City,Deluxe Double Room with Balcony and Sea View (Free Return Airport Transfer and 10% off on Food & Beverage),4 out of 5
,"1 night, 2 adults
₱ 55,722
Price ₱ 55,722
+₱ 66,711 taxes and charges","All-inclusive
Pullman Maldives All-Inclusive Resort
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
MaamutaaShow on map
Sustainability certification
9.3
Scored 9.3
Superb
52 reviews
Beach Villa with Private Terrace
Entire villa • 1 bathroom • 200m²
1 extra-large double bed
All-inclusive
Only 7 left at this price on our site
1 night, 2 adults
₱ 55,722
Price ₱ 55,722
+₱ 66,711 taxes and charges
See availability","9.3
Scored 9.3
Superb
52 reviews",Pullman Maldives All-Inclusive Resort,Maamutaa,Beach Villa with Private Terrace,5 out of 5
,"1 night, 2 adults
₱ 6,097
Price ₱ 6,097
+₱ 1,683 taxes and charges","Breakfast included
Kiha Beach
Opens in new window
DharavandhooShow on map
9.1
Scored 9.1
Superb
225 reviews
Standard Twin Room with Balcony & Sea View
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
1 night, 2 adults
₱ 6,097
Price ₱ 6,097
+₱ 1,683 taxes and charges
See availability","9.1
Scored 9.1
Superb
225 reviews",Kiha Beach,Dharavandhoo,Standard Twin Room with Balcony & Sea View,4 out of 5
,"1 night, 2 adults
₱ 9,625₱ 5,294
Original price ₱ 9,625. Current price ₱ 5,294.
+₱ 1,799 taxes and charges","Breakfast included
Ukulhas Villa Beach Hotel
Opens in new window
UkulhasShow on map
8.5
Scored 8.5
Very good
112 reviews
Deluxe Double Room with Balcony (10% off on Food & Beverages)
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 7 rooms left at this price on our site
1 night, 2 adults
₱ 9,625₱ 5,294
Original price ₱ 9,625. Current price ₱ 5,294.
+₱ 1,799 taxes and charges
See availability","8.5
Scored 8.5
Very good
112 reviews",Ukulhas Villa Beach Hotel,Ukulhas,Deluxe Double Room with Balcony (10% off on Food & Beverages),3 out of 5
,"1 night, 2 adults
₱ 30,128₱ 22,596
Original price ₱ 30,128. Current price ₱ 22,596.
+₱ 50,787 taxes and charges","All meals included
Vilamendhoo Island Resort & Spa
Opens in new window
DhangethiShow on map
9.4
Scored 9.4
Superb
1,047 reviews
Location 9.7
Garden Villa
Entire bungalow • 1 bedroom • 1 bathroom • 55m²
1 double bed
All meals included
Free cancellation
No prepayment needed – pay at the property
Only 2 left at this price on our site
1 night, 2 adults
₱ 30,128₱ 22,596
Original price ₱ 30,128. Current price ₱ 22,596.
+₱ 50,787 taxes and charges
See availability","9.4
Scored 9.4
Superb
1,047 reviews",Vilamendhoo Island Resort & Spa,Dhangethi,Garden Villa,4 out of 5
,"1 night, 2 adults
₱ 5,263₱ 4,842
Original price ₱ 5,263. Current price ₱ 4,842.
+₱ 1,452 taxes and charges","Breakfast included
Ocean Lilly Inn
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
HangnaameedhooShow on map
9.5
Scored 9.5
Exceptional
55 reviews
Location 9.5
Superior Double Room
1 double bed
Breakfast included
Free cancellation
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 5,263₱ 4,842
Original price ₱ 5,263. Current price ₱ 4,842.
+₱ 1,452 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
55 reviews",Ocean Lilly Inn,Hangnaameedhoo,Superior Double Room,4 out of 5
,"1 night, 2 adults
₱ 15,122
Price ₱ 15,122
+₱ 21,622 taxes and charges","Breakfast included
Centara Ras Fushi Resort & Spa Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
North Male AtollShow on map
8.9
Scored 8.9
Fabulous
1,377 reviews
Beach Villa King
2 large double beds
Breakfast included
1 night, 2 adults
₱ 15,122
Price ₱ 15,122
+₱ 21,622 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
1,377 reviews",Centara Ras Fushi Resort & Spa Maldives,North Male Atoll,Beach Villa King,4 out of 5
,"1 night, 2 adults
₱ 15,419
Price ₱ 15,419
+₱ 49,284 taxes and charges","All meals included
Kuredu Island Resort & Spa
Opens in new window
KureduShow on map
8.9
Scored 8.9
Fabulous
986 reviews
Location 9.3
Garden Bungalow
1 large double bed
All meals included
1 night, 2 adults
₱ 15,419
Price ₱ 15,419
+₱ 49,284 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
986 reviews",Kuredu Island Resort & Spa,Kuredu,Garden Bungalow,4 out of 5
,"1 night, 2 adults
₱ 6,754₱ 4,390
Original price ₱ 6,754. Current price ₱ 4,390.
+₱ 1,549 taxes and charges","Huvan Beach Hotel at Hulhumale
Opens in new window
HulhumaleShow on map
7.7
Scored 7.7
Good
1,470 reviews
Standard Double Room with Balcony (10% off on Male City Tour)
1 large double bed
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
₱ 6,754₱ 4,390
Original price ₱ 6,754. Current price ₱ 4,390.
+₱ 1,549 taxes and charges
See availability","7.7
Scored 7.7
Good
1,470 reviews",Huvan Beach Hotel at Hulhumale,Hulhumale,Standard Double Room with Balcony (10% off on Male City Tour),3 out of 5
,"1 night, 2 adults
₱ 28,775
Price ₱ 28,775
+₱ 56,347 taxes and charges","Breakfast included
Jawakara Islands Maldives
Opens in new window
Lhaviyani AtollShow on map
9.3
Scored 9.3
Superb
24 reviews
Location 9.8
Mabin Beach Villa
1 extra-large double bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 28,775
Price ₱ 28,775
+₱ 56,347 taxes and charges
See availability","9.3
Scored 9.3
Superb
24 reviews",Jawakara Islands Maldives,Lhaviyani Atoll,Mabin Beach Villa,5 out of 5
,"1 night, 2 adults
₱ 9,144₱ 8,412
Original price ₱ 9,144. Current price ₱ 8,412.
+₱ 1,463 taxes and charges","Breakfast included
Si! Coral Inn
Opens in new window
ThulusdhooShow on map
8.5
Scored 8.5
Very good
61 reviews
Deluxe Double Room with Sea View
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
Only 5 rooms left at this price on our site
1 night, 2 adults
₱ 9,144₱ 8,412
Original price ₱ 9,144. Current price ₱ 8,412.
+₱ 1,463 taxes and charges
See availability","8.5
Scored 8.5
Very good
61 reviews",Si! Coral Inn,Thulusdhoo,Deluxe Double Room with Sea View,4 out of 5
,"1 night, 2 adults
₱ 7,036
Price ₱ 7,036
Includes taxes and charges","Breakfast included
Captal Island Villa
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
MathiveriShow on map
9.3
Scored 9.3
Superb
78 reviews
Standard Double Room
1 large double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
₱ 7,036
Price ₱ 7,036
Includes taxes and charges
See availability","9.3
Scored 9.3
Superb
78 reviews",Captal Island Villa,Mathiveri,Standard Double Room,3 out of 5
,"1 night, 2 adults
₱ 17,008
Price ₱ 17,008
+₱ 4,694 taxes and charges","Breakfast included
NOOE Maldives Kunaavashi
Opens in new window
FulidhooShow on map
8.8
Scored 8.8
Fabulous
52 reviews
Beach villa
1 large double bed
Breakfast included
1 night, 2 adults
₱ 17,008
Price ₱ 17,008
+₱ 4,694 taxes and charges
See availability","8.8
Scored 8.8
Fabulous
52 reviews",NOOE Maldives Kunaavashi,Fulidhoo,Beach villa,5 out of 5
,"1 night, 2 adults
₱ 28,143₱ 14,071
Original price ₱ 28,143. Current price ₱ 14,071.
+₱ 56,400 taxes and charges","Breakfast included
Centara Grand Island Resort & Spa
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
MachchafushiShow on map
Sustainability certification
8.9
Scored 8.9
Fabulous
604 reviews
Limited-time Deal
Duplex Beach Villa King with 25% discount on Transfers | 15% discount on excursions | 20% discount on Food and Spa | Valid for stays until 31 October 2024
1 extra-large double bed
Breakfast included
Only 7 rooms left at this price on our site
1 night, 2 adults
₱ 28,143₱ 14,071
Original price ₱ 28,143. Current price ₱ 14,071.
+₱ 56,400 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
604 reviews",Centara Grand Island Resort & Spa,Machchafushi,Duplex Beach Villa King with 25% discount on Transfers | 15% discount on excursions | 20% discount on Food and Spa | Valid for stays until 31 October 2024,5 out of 5
,"1 night, 2 adults
₱ 6,602₱ 5,084
Original price ₱ 6,602. Current price ₱ 5,084.
+₱ 1,741 taxes and charges","Breakfast included
Dhiguveli Breeze
Opens in new window
DhigurahShow on map
9.3
Scored 9.3
Superb
162 reviews
Location 9.6
Getaway Deal
Deluxe Double Room with Balcony
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 6,602₱ 5,084
Original price ₱ 6,602. Current price ₱ 5,084.
+₱ 1,741 taxes and charges
See availability","9.3
Scored 9.3
Superb
162 reviews",Dhiguveli Breeze,Dhigurah,Deluxe Double Room with Balcony,3 out of 5
,"1 night, 2 adults
₱ 54,315
Price ₱ 54,315
+₱ 53,715 taxes and charges","Breakfast included
Anantara Veli Maldives Resort
Opens in new window
South Male AtollShow on map
Sustainability certification
9.4
Scored 9.4
Superb
113 reviews
Location 9.6
Over Water Villa
Entire bungalow • 1 bedroom • 1 bathroom • 66m²
1 extra-large double bed
Breakfast included
Free cancellation
Only 7 left at this price on our site
1 night, 2 adults
₱ 54,315
Price ₱ 54,315
+₱ 53,715 taxes and charges
See availability","9.4
Scored 9.4
Superb
113 reviews",Anantara Veli Maldives Resort,South Male Atoll,Over Water Villa,5 out of 5
,"1 night, 2 adults
₱ 12,371
Price ₱ 12,371
+₱ 3,752 taxes and charges","Dhiguveli Maldives
Opens in new window
DhigurahShow on map
9.3
Scored 9.3
Superb
360 reviews
Location 9.6
Family Room
2 extra-large double beds
Only 1 room left at this price on our site
1 night, 2 adults
₱ 12,371
Price ₱ 12,371
+₱ 3,752 taxes and charges
See availability","9.3
Scored 9.3
Superb
360 reviews",Dhiguveli Maldives,Dhigurah,Family Room,3 out of 5
